STATIONS
2688|Babice|2|
2689|Krchleby,školka|5|
2690|Kovářov,Radvánov|9|
2691|Benešov,Kaufland|5|
2692|Slovinská|P|
2693|U Trezorky|P|
2694|Mšeno,Romanov,Na Rovinách|6|
2695|Bryksova|P|
2696|Kladno,Pod Zámkem|3|
2697|km 12,200 +0,030|-|
2698|Smečno,Ovčín|4|
2699|Slaný,U Sloupu|4|
2700|Městec Králové,u přejezdu|8|
2701|Dolní Hrachovice,Vaněčkův mlýn|-|
2702|Drevníky|6|
2703|Komárov|7|
2704|Krásná Hora n.Vlt.,Krašovice|8|
2705|Větrov|P|
2706|Konárovice,Labuť|7|
2707|Býkev|5|
2708|Zásmuky,Doubravčany|5|
2709|vl. v km 7,998|-|
2710|Vrchotovy Janovice,u sokolovny|7|
2711|Km 67,500|-|
2712|Křelovice,Jiřičky,st.sil.|10|
2713|Bohutín|7|
2714|Prosenická Lhota,Prosenice|6|
2715|Libušín,Suchá Horka|4|
2716|Srbeč|6|
2717|Lochovice|5|
2718|Rašovice,Mančice,rozc.|6|
2719|Velká Ohrada|P|
2720|Mladá Boleslav,Čejetice,odb.|7|
2721|Lhotka|5|
2722|Benešov,Černoleská|5|
2723|Lužná,žel.st.|7|
2724|Rakovník zast.|7|
2725|Bříství,Svárov|3|
2726|Chotýšany|6|
2727|Kounov,u mostu|8|
2728|Křinec|7|
2729|Libice n.Cidl.,u sokolovny|6|
2730|Hradištko,Pikovice,Most|3|
2731|Kutná Hora,Perštejnec,rozc.|7|
2732|Invalidovna|P|
2733|Cerhovice,nám.|7|
2734|Slaná,Bořkov|-|
2735|Hostomice,nám.|5|
2736|Gercenova|P|
2737|Mutějovice,Lhota p.Džbánem,hřbitov|8|
2738|Vraný,Horní Kamenice|6|
2739|Boletická|P|
2740|Nový Knín,Chramiště|5|
2741|Hořešovičky|6|
2742|Mohelnice n.Jiz.|10|
2743|Rosovice|6|
2744|Tanvald,Terminál u žel.st.|-|
2745|Benátky n.Jiz.,Dražice,dvůr|5|
2746|Hleďsebe|4|
2747|Jevany,Černokostelecká|3|
2748|Vlkančice,Komorce|4|
2749|Lahovice|0|
2750|Trhový Štěpánov,Sedmpány,háj.|8|
2751|Votice,Srbice|7|
2752|Černouček|5|
2753|Jindřichův Hradec,aut.nádr.|-|
2754|Studeněves,Krkavčí mlýn|5|
2755|Škola Kolovraty|P|
2756|Výh Bezděčín|-|
2757|Městec Králové,Nový|8|
2758|Vojkovice|4|
2759|Louňovice|2|
2760|Poliklinika Lípa|P|
2761|Borotice,Rozc.Smilovice|5|
2762|Psohlavců|P|
2763|Lhotky|8|
2764|Pavelkova|P|
2765|Srbeč,u mlýna|6|
2766|Vinice|P|
2767|Kutná Hora,Sedlec,Nad Sady|7|
2768|Václavice,rest.|5|
2769|Kamýcká|P|
2770|Semčice|7|
2771|Basilejské náměstí|P|
2772|Dyrinka|P|
2773|Císařská louka|P|
2774|Zelené domky|B|
2775|Blatov sever|P|
2776|Brandýs n.L.-St.Bol.,Nádr.|2,3|
2777|Děkov,Nová Ves,rozc.|8|
2778|Mohelnice n.Jiz.,Podhora|10|
2779|Pertoltice|9|
2780|Chyňava,Libečov,náves|3|
2781|Horoměřice,Velká Brána|1|
2782|Nádraží Radotín|B|
2783|Velvary|4|
2784|Beřovice|5|
2785|Harrachov,centrum|-|
2786|Kamenné Žehrovice|4|
2787|Přístav Radotín|P|
2788|Madlina|P|
2789|Zichovec|6|
2790|Stránka,Ostrý|6|
2791|Chlístovice,Vernýřov|6|
2792|Zlonice|5|
2793|Nelahozeves,Lešany,Rozc.|3|
2794|U Kaštanu|P|
2795|Říčany,Černokostelecká|1|
2796|Horní Kruty,Dolní Kruty|5|
2797|Kořenov,odb.|-|
2798|Želenice u Slaného z|-|
2799|Karlštejn|3|
2800|Ratibořské Hory|-|
2801|Kralupy n.Vlt.,Lobeček,Pískovna|3|
2802|Nový Bor,nám.Míru|-|
2803|Čáslav,Chrudimská|8|
2804|Kolešovice,Zderaz|8|
2805|Městec Králové,Vinice|8|
2806|U Tabulky|P|
2807|Mirovice,Ohař,rozc.1.0|10|
2808|Borovnice,rozc.|8|
2809|Koleje Jižní Město|P|
2810|Velký Chlumec,Malý Chlumec|4|
2811|Albertov|P|
2812|Říčany,Kuří|1|
2813|Dymokury,Svídnice|7|
2814|Neveklov,Přibyšice|6|
2815|Pšovlky|8|
2816|Ke Kateřinkám|B|
2817|Bystřice,Nesvačily,vodárna|6|
2818|Vranov|4|
2819|Hlavice,Vápno|11|
2820|Žehuň,u rybníka|8|
2821|Vyžlovka,hotel Praha|2,3|
2822|Čertův vršek|P|
2823|Rosovice,Holšiny I|6|
2824|Chlístov|5|
2825|Poříčí n.Sáz.,Rozc.Nové Městečko|4|
2826|U Kunratického lesa|P|
2827|Dobrovice|6|
2828|Průchova|P|
2829|Černošice,U Transformátoru|1|
2830|vl. v km 53,437|-|
2831|Lipnická|P|
2832|Roztoky,Záv.|6|
2833|Úžice,Radvanice|5|
2834|Ptice|1|
2835|Želivecká|P|
2836|Slivenec|0|
2837|Nespeky,Rozc.Pyšely|4|
2838|Praha-Zličín|B|
2839|Broumy,Kolna|6|
2840|Světice|1|
2841|Čachovice|5|
2842|Mělník,Dobrovského|4|
2843|Láz,prodejna|7|
2844|Divišov,Všechlapská|6|
2845|Hobšovice,II|5|
2846|Buštěhrad,U Kapličky|2|
2847|Králův Dvůr,u zámku|4|
2848|Pod Rapidem|P|
2849|Malotice,Lhotky|4|
2850|U Staré školy|P|
2851|Stochov,U Dubu|5|
2852|Sukorady,Martinovice|8|
2853|Bratčice|9|
2854|Sídliště Letňany|P|
2855|Libušín,rozc.Důl Max|4|
2856|Nové Dvory,Krámy|4|
2857|Úvaly,Pařezina|1|
2858|Ptýrov,Maníkovice|8|
2859|Tochovice zast.|8|
2860|Bohostice|8|
2861|Praha-Běchovice střed|0|
2862|Luka|P|
2863|Bělá pod Bezdězem město|9|
2864|Turnov,Terminál u žel.st.|11|
2865|Třemošnice,Závratec|10|
2866|Kamenice,Olešovice|3|
2867|Kladno-Švermov|3|
2868|Chlum u Rakovníka|7|
2869|Hudčice,lom|9|
2870|Zvíkovec,Kalinova Ves|9|
2871|Drahlín|6|
2872|vl. v km 16,484|-|
2873|Sibřina|1|
2874|Brandýs n.L.-St.Bol.,Žel.st.|3|
2875|Kutná Hora,Žižkov,Na Valech|7|
2876|Jesenice,Mezné|7|
2877|Martiněves,Charvatce|6|
2878|Hudlice,dolní|5|
2879|Votice,Hostišov|7|
2880|Slaný,Lotouš|4|
2881|Jankov,Jankovská Lhota|7|
2882|vl. v km 6,714|-|
2883|Hřiměždice,Vestec|7|
2884|Stochov,Slovanka I|5|
2885|U Rumpálu|P|
2886|Dolní Krupá,u mostu|10|
2887|Čenkov,U Kříže|6|
2888|U Dobešky|P|
2889|Kralupy n.Vlt.,Tř.legií|3|
2890|Třebotov,Pomník|1|
2891|Svatý Mikuláš,rozc.Rohozec|7|
2892|Postupice,Pozov|6|
2893|Svaté Pole,u kostela|6|
2894|Nymburk,hl.nádr.|5|
2895|Dřísy|4|
2896|Bělá pod Bezdězem zast.|9|
2897|Králův Dvůr,Levín|4|
2898|Vestec,Obchodní centrum|1|
2899|Urbanova|P|
2900|Poděbrady,Přední Lhota,U Kopečků|6|
2901|Větrušice|1|
2902|Kožlany,žel.st.|9|
2903|Staré Letňany|P|
2904|Křinec,sokolovna|7|
2905|Beroun,Na Parkáně|4|
2906|Nehvizdy,Nehvízdky|1|
2907|Vinařice,u kovárny|6|
2908|Liberec,Rochlice|-|
2909|Milovice|4|
2910|Benešov,Masarykovo náměstí|5|
2911|vl. v km 16,426|-|
2912|Říčany|1|
2913|Nemocnice Bohnice - Interna|P|
2914|Bártlova|B|
2915|Střezimíř,žel.muzeum|9|
2916|Blatná|11|
2917|Všelibice,Přibyslavice|11|
2918|Pelhřimov,Čakovice,rozc.|11|
2919|Sdružení|P|
2920|Praha-Sedlec|B|
2921|Mělnické Vtelno|5|
2922|Záryby|3|
2923|Mšeno,Vojtěchov|6|
2924|Bělčice,žel.st.|10|
2925|Ralsko,Skelná Huť|11|
2926|Dolnokrčská|P|
2927|Úholičky|1|
2928|Zlonice,Břešťany|5|
2929|Mníšek p.Brdy,Stříbrná Lhota U Křížku|3|
2930|Slavošov,Věžníkov,rozc.|9|
2931|Horoměřice,Švejkova|1|
2932|Český Brod,Liblice,Vodárna|3|
2933|Kolešov|9|
2934|Vítkovice,hotel Praha|-|
2935|Volárna|7,8|
2936|Lány,Vašírovská lísa|5|
2937|Brázdim,Rozc.Veliký Brázdim|1|
2938|Bakov n.Jiz.,Trenčín|8|
2939|Přelouč|10|
2940|Želenice|4|
2941|Minartice|7|
2942|Obchodní centrum Čakovice|P|
2943|Kňovice|6,7|
2944|Počaply|9|
2945|Nové Strašecí,Karlovarská|6|
2946|Úmonín,Lomec|6|
2947|Rakovník,Malinovského|7|
2948|Blatce,rozc.|7|
2949|Hořovice,Vrchlického|6|
2950|Hvožďany,Leletice|9|
2951|U Studánky|P|
2952|Podbořany,ČSAD|10|
2953|Turnov kolej č. 23|-|
2954|Mladá Boleslav,Jemníky|7|
2955|K Drsnici|P|
2956|Benešov,Lidl|5|
2957|Slaný,sokolovna|4|
2958|Družec,Nový Mlýn|4|
2959|Dublovice,Břekova Lhota|7|
2960|Nesvačily|4|
2961|V Rybníčkách|P|
2962|Choťánky,u trati|6|
2963|Kácov,nám.|7|
2964|Narysov,Na Výfuku|7|
2965|Rabyně,Blaženice|5|
2966|Jilemnice,Hrabačov,křiž.|-|
2967|Bohutín,hřiště|7|
2968|Chocerady,Vlkovec,žel.st.|4|
2969|Kublov,na návsi|6|
2970|Úvaly|1|
2971|Soutice|7,8|
2972|Konárovice|7|
2973|Sedlec-Prčice,rozc.Mrákotice|8|
2974|Dymokury,Na Drážce|7|
2975|Vlašim,záv.|7|
2976|Pod Kesnerkou|P|
2977|Knovíz|4|
2978|Pětikozly|6|
2979|Postupice,Milovanice|6|
2980|Sídliště Barrandov|P|
2981|Pražského povstání|P|
2982|Toušice|5|
2983|Benátky n.Jiz.,Ovčín|5|
2984|Nádraží Běchovice střed|P|
2985|Trutnovská|0|
2986|U Prdlavky|P|
2987|Krnsko,u jezu|7|
2988|Chaplinovo náměstí|P|
2989|Blatov|P|
2990|Grussova|P|
2991|V Lískách|P|
2992|Hlásná Třebaň,Rovina|2|
2993|Dolní Chvatliny,Horní Chvatliny|5|
2994|Maršovice,Zderadice,Rozc.|6|
2995|Nymburská|B|
2996|Unhošť,U Křížku|2|
2997|Teplýšovice,Kochánov|5|
2998|Neveklov|6|
2999|Krty|9|
3000|Zbýšov,Klucké Chvalovice|8|
3001|Breitcetlova|P|
3002|Nymburk,Všechlapský vrch|5|
3003|Černé Voděrady|3|
3004|Senomaty|7|
3005|Libeňská|P|
3006|Přelíc,samota|5|
3007|Příbram,šachta 15|7|
3008|Polní Chrčice|7|
3009|Svatý Mikuláš,Svatá Kateřina|7|
3010|Lužec n.Cidl.,Skochovická|9|
3011|Zbraslavice,Ostrov|9|
3012|Kněževes,žel.zast.|8|
3013|Pravonín,Křížov|8|
3014|Neumětely|5|
3015|Unhošť,Nouzov U Spalů|2|
3016|Chotouchov|5|
3017|Chlístov,Racek,rozc.|5|
3018|Příbram,Zdaboř|7|
3019|Psáry,Štědřík|1,2|
3020|Praha-Holešovice zast.|0|
3021|Neustupov,Jiřetice|8|
3022|Klánovice|P|
3023|Předměřice n.Jiz.,Kačov|4|
3024|Vracovice|8|
3025|Kunice,Všešímy,SŠŘ|2|
3026|Neveklov,Rozc.Prchovka|6|
3027|Jesenice,Dobrošovice|8|
3028|Svatoňovická|P|
3029|Podhořany u Ronova n.D.|10|
3030|Nalžovice,Nová Ves|6|
3031|Kněžmost,Nádražní|8|
3032|Želízy,Nové Tupadly|5|
3033|Zbýšov,ObÚ|8|
3034|Vrdy,kult.dům|8|
3035|Brandýsek,žel.st.|3,4|
3036|Labské Chrčice|9|
3037|Český Dub,nám.|12|
3038|Mníšek p.Brdy,Na Kvíkalce|3|
3039|Olešnice,Levín|10|
3040|Jankov,Odlochovice|7|
3041|Kralupy n.Vlt.,Gymnázium|3|
3042|Hracholusky|7|
3043|Horoušany,U Rybníka|1|
3044|Ujkovice|8|
3045|Vršovické náměstí|P|
3046|Květnová|P|
3047|Kněžice,Osek|9|
3048|Louňovice,I.hráz|2|
3049|Načeradec|9|
3050|Svojšice,Bošice,Rozc.|5|
3051|Koryta|10|
3052|Dolní Beřkovice,Komenského|5|
3053|Březí,V Jezírku|1|
3054|Bořislavka|P|
3055|Přepeře u Turnova z|-|
3056|Velký Osek,Šanghaj|7|
3057|Nový Knín|5|
3058|Pod Vinicí|P|
3059|Přezletice,Horní náves|1|
3060|Třebotov,Sanatorium|1|
3061|Wagnerova|P|
3062|Mělník,Pšovka|4|
3063|Nučice,Rozc.Krahulov|1,2|
3064|Šporkova|P|
3065|Bukovina u Přelouče|10|
3066|Říčany,K Žel.st.|1|
3067|Miskovice,Hořany|6|
3068|Bašteckého|P|
3069|Poliklinika Mazurská|P|
3070|Kazínská|P|
3071|Neveklov,Kelce|6|
3072|Netvořice,U Vrby|5|
3073|Bystřice,Tožice|6|
3074|Týnec n.L.,u mostu|8|
3075|Roudnice n.L.-Bezděkov|7|
3076|Kolín,Pošta|6|
3077|Velim,Karlova|5|
3078|Na Padesátém|0|
3079|Křesetice,Chrást|7|
3080|Vysoký Újezd,sokolovna|2|
3081|Šebířov,Bouřilka|9|
3082|Na Havránce|P|
3083|Sázava,Klášterní|5|
3084|Votice,Lipišov|7|
3085|Ondřejov,Třemblat,Lipská|2|
3086|V Mokřinách|P|
3087|Malý Břevnov|B|
3088|Třebsko|8|
3089|Praha-Komořany|B|
3090|Lhotka,žel.st.|4|
3091|Rakovník,hasičský záchr.sbor|7|
3092|Holubice,Kozinec|2|
3093|Stříbrná Skalice,Hradec|4|
3094|Kouřim|5|
3095|Olšanské hřbitovy|P|
3096|Nymburk,Lada dvůr|5|
3097|Karenova|P|
3098|Praha-Dolní Počernice|0|
3099|Bohutín,škola|7|
3100|Vrchotovy Janovice|7|
3101|Hostivice,Palouky|1|
3102|Zbýšov,Chlum|8|
3103|Hr Tetín|-|
3104|Pod Vyhlídkou|P|
3105|Horní Bezděkov|3|
3106|Svatý Jan,Řadovy,Radobyl|8|
3107|Nedomice,Křížek|4|
3108|Vítkovice,Dolní Mísečky|-|
3109|Výstaviště Letňany|P|
3110|Pod Lahovskou|P|
3111|V Přístavu|P|
3112|Stříbrná Skalice,Kost.Střimelice|4|
3113|Jiřetín p.Jedlovou,Lesné|-|
3114|Benešov,Buková Lhota,rozc.|5|
3115|Kutná Hora,hlavní nádraží|7|
3116|Brňany,záv.|8|
3117|Dubá,aut.nádr.|8|
3118|Veltrusy,STS|3|
3119|Jince,Rejkovice,žel.st.|6|
3120|Benešov,Tylova|5|
3121|Vranov,Vranovská Lhota|4|
3122|Bystřice,Ouběnice,Dubovka|6|
3123|Příbram,K Podlesí|7|
3124|Zahradní Město|P|
3125|hr.VUSC 0200/0530 01|-|
3126|hr.VUSC 0200/0530 02|-|
3127|Strašnov,u dálnice|6|
3128|Nádraží Horní Počernice|P|
3129|Kněžmost,Násedlnice|8|
3130|Hořešovice|6|
3131|Kostelec n.Č.l.,Svatbínská|3|
3132|Slaný,Smetáčkova|4|
3133|Chrudim,aut.st.|-|
3134|Mšecké Žehrovice,Lipina|6|
3135|Mníšek p.Brdy,Závod|3|
3136|Ratboř|6|
3137|Paběnice,rozc.|7|
3138|Březnice,Dolní Valy|9|
3139|Milovice,Benátecká Vrutice,Armádní|3,4|
3140|Okřínek,prodejna|7|
3141|Rakovník,S.K.Neumanna|7|
3142|vl. v km 12,940|-|
3143|Horní Beřkovice,žel.st.|5|
3144|Kladno,celnice|3|
3145|Senohraby|3|
3146|Věšín,Buková|8|
3147|Pátek,Nové Mlýny|6|
3148|Církvice,Jakub,u hřiště|7|
3149|Hostivice,Břve|1|
3150|Štěpařská|0|
3151|Klíčany|1|
3152|Chleby|6|
3153|Mladějovská|B|
3154|Podbořany,OSP|10|
3155|Brambory|9|
3156|Pchery,Humny|4|
3157|Heřmanův Městec,nám.|11|
3158|Malá Víska|7|
3159|Ke Stírce|P|
3160|Klikovka|P|
3161|Lysolaje|P|
3162|Královice,rozc.|5|
3163|Mšeno,Mělnická|6|
3164|Klenovice|-|
3165|Sýkořice,U Křížku|5|
3166|Kněžská luka|P|
3167|Zvánovice|3|
3168|Zemanka|P|
3169|Drinopol|P|
3170|Kolín,Štítary|6|
3171|K Lesoparku|P|
3172|Třebonín|7|
3173|Vodochody,U Školy|2|
3174|Krabčice,Vesce,rozc.1.0|6|
3175|Stříbrná Skalice,Propast|4|
3176|Zruč n.Sáz.,rozhledna Babka|8|
3177|Liběchov,Boží Voda|5|
3178|Protivín|-|
3179|Benešov,Konopiště,sv.Anna|5|
3180|Malá Hraštice,Velká Hraštice|4|
3181|Mníšek p.Brdy,Žel.zast.Rymaně|3|
3182|Votice,rozc.Mladoušov|7|
3183|Dubeč|P|
3184|Praha-Vršovice|P|
3185|Nebušice|P|
3186|Petrovice,Žemličkova Lhota|9|
3187|Dolní Beřkovice,Josefka|5|
3188|Čistá,hlavní silnice|8|
3189|Osek,Vystrkov|6,7|
3190|Kbel|6|
3191|Beroun,Brožíkova|3,4|
3192|Horky n.Jiz.|6|
3193|Mšeno,Sedlec|6|
3194|Nemocnice Bohnice - Ředitelství|P|
3195|Prodašice|8|
3196|Kutná Hora,Perštejnec|7|
3197|Lubenec,Ležky,rozc.0.3|10|
3198|Bílá labuť|P|
3199|Baterie|P|
3200|Mladá Boleslav,Viničná|7|
3201|Livornská|P|
3202|Čáslav,u mostu|8|
3203|Velký Osek,nádraží|7|
3204|Tehovec,Vojkov|2|
3205|Pravonín|8|
3206|Ctiměřice|7|
3207|Lohenická|P|
3208|Rožďalovice,nám.|8|
3209|Nalžovice|6|
3210|Benešov,Na Chmelnici|5|
3211|Heřmaničky,Dědkov|8|
3212|Petrohrad,rozc.|9|
3213|Petrovice,Kuníček|9|
3214|Mělnické Vtelno,Vysoká Libeň|5|
3215|Tmaň|4|
3216|Červené Pečky,nám.|6|
3217|Rožmitál p.Tř.,křiž.|8|
3218|Chotilsko,Prostřední Lhota,U Hřiště|5|
3219|Lužná,kpt.Jaroše|7|
3220|Hospozín,nad kostelem|5|
3221|Kladno,Vašíčkova|3|
3222|Dobříš,Žel.st.|5|
3223|Záboří nad Labem|8|
3224|Mladá Boleslav-Debř|7|
3225|Jesenice,Osnice,Hřbitov|1|
3226|Dobrovice,Týnec|6|
3227|Hlohová|P|
3228|Na Svěcence|P|
3229|Tuchoměřice|1|
3230|Benešov,Galerie Červené Vršky|5|
3231|Bojanovice,Malá Lečice,U Hesů|4|
3232|Kozomín|3|
3233|Chotýšany,Křemení|6|
3234|Zruč n.Sáz.,Želivec,žel.zast.|8|
3235|Ve Vilkách|P|
3236|Vltavská|P|
3237|Skládka Ďáblice|B|
3238|Lhotka u Mělníka zast.|4|
3239|Hvožďany,Vacíkov|9|
3240|Petrské náměstí|P|
3241|Sedlice,Hoděmyšl|8|
3242|Benkova|P|
3243|Murmanská|P|
3244|Lysá n.L.,žel.st.|3|
3245|Dolní Počernice|P|
3246|Chotovice,hl.sil.|-|
3247|Valdštejnské náměstí|P|
3248|Sparta|P|
3249|Vysoký Chlumec,Vápenice,u sloupu|8|
3250|Sadská|5|
3251|Říčany,Strašín,Rest.|1|
3252|Slaný,Kvíc|4|
3253|Pravonín,u Kubů|8|
3254|Struhařov,Budkov|5|
3255|Davle,Obec|2|
3256|Kutná Hora hl.n.|7|
3257|Psáře,Veselka|8|
3258|Nedrahovice,Lipský mlýn|7|
3259|Na Lhotkách|P|
3260|Říčany,Štefánikova|1|
3261|Votice,Marila-brána|7|
3262|Hostavice|P|
3263|Kutná Hora,Šipší,Jana Zajíce|7|
3264|Rokycany,Pivovarská|-|
3265|Postupice,Jemniště,rozc.|6|
3266|Roudnice n.L.,u hřbitova|7|
3267|Ralsko,Kuřívody|11|
3268|Kováň,Podkováň|6|
3269|Ohradské náměstí|P|
3270|Lukavec,Velká Ves,rozc.|10|
3271|Vilice,Zátiší|9|
3272|Hostín,V Lukách|4|
3273|Zvěstov|8|
3274|Benešov,Nechyba|5|
3275|Psáry,Dolní Jirčany|1|
3276|Čížová|-|
3277|Písečná|P|
3278|Tehov,rozc.Nemíž|8|
3279|Beroun,PAI|4|
3280|Modřovice|8|
3281|K Fialce|P|
3282|Lužec n.Vlt.,Chramostek|5|
3283|Mladá Boleslav,Pod Skalou|7|
3284|Řezáčovo náměstí|P|
3285|Mýto|-|
3286|Měšice|1|
3287|Rudná,U Kina|1|
3288|Spolská|P|
3289|Mladá Boleslav,U Sportu|7|
3290|Bystřice,Jírovice,rozc.|5|
3291|Nádraží Běchovice|P|
3292|Nymburk,Lada Zátiší|5|
3293|Vysoká,Rymáň|5|
3294|Přestavlky u Čerčan,Borka rozc.|4|
3295|km 298,600 -0,078|-|
3296|Libovice|5|
3297|Picassova|B|
3298|Olbramovice|7|
3299|V Nových domcích|0|
3300|Observatoř Libuš|P|
3301|Praha-Kačerov|P|
3302|Chotěšice|8|
3303|Mladá Vožice,Voračického|9|
3304|Panenské Břežany|2|
3305|Uhříněveský hřbitov|B|
3306|Dománovice|8|
3307|Horky,křiž.|8|
3308|Háje,otočiště|7|
3309|Kamenická|P|
3310|Svatý Jan,Řadovy|8|
3311|Kardausova|P|
3312|Stará Stodůlecká|P|
3313|Cerhovice,hřbitov|7|
3314|Sázava zast.|5|
3315|Loužnice,pošta|-|
3316|Jesenice,Horní Jirčany|1|
3317|Libáň,aut.st.|10|
3318|Chroustov|5|
3319|Neratovice,Byškovická|2|
3320|Martiněves,Radešín|6|
3321|Divišov,Brtnice|6|
3322|Bludov|8|
3323|Královský letohrádek|P|
3324|Rakovník,Na Spravedlnosti|7|
3325|Zbyslavská|B|
3326|Kajetánka|P|
3327|Zduchovice|7|
3328|Lochovice,traktorka|5|
3329|K Zelenči|P|
3330|Radonice,Penny Market|1|
3331|Hřivice|8|
3332|Za Farou|P|
3333|Sídliště Pankrác|P|
3334|Benešov-Černý les z|-|
3335|Klášter Hradiště n.Jiz.,pošta|9|
3336|Flora|P|
3337|Lety|2|
3338|Kostelec n.L.,Na Růžku|2,3|
3339|Keblov,háj.|8|
3340|Příšovice,kovárna|10|
3341|Nové Butovice|P|
3342|Český Brod,Liblice,Obec|3|
3343|Lukavecká|B|
3344|Žiželice,Končice|9|
3345|Pod Říhákem|P|
3346|Kostomlaty nad Labem|5|
3347|Limuzská|P|
3348|Petrovice II|7|
3349|Klecany,Drasty,Čistírna|1|
3350|Hradištko,Chaty|4|
3351|Jílové u Prahy|3|
3352|Hřiměždice,Háje|7|
3353|Velká Bučina|4|
3354|Bystřice,Hlivín|6|
3355|Bělá p.Bezd.,u kapličky|9|
3356|Svémyslice|1|
3357|Niměřice,Horní Cetno,u topolu|6|
3358|Zbraslavice,nám.|7,8|
3359|Sobotka,Na Syrovandě|10|
3360|Vidice,Tuchotice,rozc.|5|
3361|Náměstí Před Bateriemi|P|
3362|Svojetice|2|
3363|Dřínov,Náves|2,3|
3364|Votice,aut.st.|7|
3365|Řehenice,Dařbože|4|
3366|Nový Vestec|3|
3367|Voznice|4|
3368|Prosenická Lhota,Klimětice|6|
3369|Solná|P|
3370|Kladno,učiliště|3|
3371|Pod Táborem|P|
3372|Benešov,Nezvalova|5|
3373|Lešany,Obecní úřad|4,5|
3374|Veltruby,Na Návsi|7|
3375|Charvatce|7|
3376|Bystřice,Tvoršovice,Rozc.II|6|
3377|Pátek,u hřiště|6|
3378|Postupice,Jemniště,u zámku|6|
3379|Ohradní|P|
3380|Kbely|P|
3381|Český Brod,U Vodárny|3|
3382|Hořovice|6|
3383|Vyskočilova|0|
3384|Obrubce,hl.sil.|8,9|
3385|Mnichovo Hradiště,Sychrov|9|
3386|Nymburk,F.Schulze|5|
3387|Divišov,Lbosín,rozc.|6|
3388|Lahovská|P|
3389|Okrouhlo,Zahořany|2|
3390|Jesenice,Zdiměřice,bytovky|1|
3391|Rokycany|-|
3392|Chrudim,Markovice prodejna|-|
3393|Petkovy,Čížovky|8|
3394|Kotopeky,Tihava,u mostu|6|
3395|Zaječov,u mostu|7|
3396|Kladno,Husova|3|
3397|Chotěšice,Břístev,hl.sil.|8|
3398|Žižice,Drnov|5|
3399|Braškov,Valdek|2,3|
3400|Vlkovec|4|
3401|Krásná Hora n.Vlt.,Žákovec|8|
3402|Čechtice,Dobříkovice|9|
3403|Zdislavice|8|
3404|Olešná,Kokrdy|7|
3405|Neveklov,Jablonka|5,6|
3406|Jedomělice|5|
3407|Kožlí,rozc.1.5|10|
3408|Jinočany,Hlavní|1|
3409|Jindřišská|P|
3410|Mladá Boleslav,u nadjezdu|7|
3411|Křižíkova|P|
3412|Rakovník,Prokopova|7|
3413|Újezdec|3|
3414|Hvožďany,Vacíkov,Nová Luka|9|
3415|Kosořice,křižovatka|6|
3416|Dolní Zimoř,Horní Zimoř|5|
3417|Jinolice|-|
3418|Krematorium Motol|P|
3419|Hněvkovice,Ostřice rozc.1.0|10|
3420|Drásov,Skalka,VII.|6,7|
3421|Radovesnice II|9|
3422|Trhový Štěpánov,žel.st.|8|
3423|Prosenická Lhota,Břišejov|6|
3424|Dubečská|P|
3425|Běchovice|P|
3426|Cítov,Roudnická|5|
3427|Vlašim,Čs.armády|7|
3428|Plazy,Kolomutská|7|
3429|Horní Slivno|5|
3430|Čimice|P|
3431|Na Vypichu|P|
3432|Brandýs n.L.-St.Bol.,Proboštská jezera|3|
3433|Všejany|5|
3434|Nelahozeves,Tukové záv.|3|
3435|Hořovice,Palackého nám.|6|
3436|Jílovská|P|
3437|Horoušany,Horoušánky,U Tří svatých|1|
3438|Hořovice,žel.st.|6|
3439|Tehov|1|
3440|U Kapličky|P|
3441|Nečín,Lipiny,rozc.|7|
3442|Rychnovská|P|
3443|Solidarita|P|
3444|Nové Podolí|P|
3445|Prosenická Lhota|6|
3446|Strážní|P|
3447|Lýskova|P|
3448|Otročiněves,Krušná Hora|5|
3449|Louny|7|
3450|Chodov|P|
3451|Tišice|3|
3452|Obříství,Dušníky|3|
3453|Krnsko,pod viaduktem|7|
3454|Švandovo divadlo|P|
3455|Pravonín,háj.|8|
3456|Barchovice,Hryzely|5|
3457|Jedomělice,u hřiště|5|
3458|K Trninám|P|
3459|Bystřice,žel.st.|6|
3460|Čerčany,žel.st.|4|
3461|Pod Třebešínem|P|
3462|Hrusice|2|
3463|Kobylisy|P|
3464|Rataje n.Sáz.|7|
3465|U Waltrovky|P|
3466|Bratronice,Dolní Bezděkov|4|
3467|Neveklov,Jablonná|5,6|
3468|Svojetín,Veclov,rozc.|8|
3469|Závratec|10|
3470|Rakovník,žel.zast.|7|
3471|Hospozín,závod|5|
3472|Kosova Hora,Vyšatoly|7|
3473|Jenštejn,Dehtáry|1|
3474|Na Mlýnku|P|
3475|Ústřední dílny DP|P|
3476|Kunice|2|
3477|Vlašim,Jinošov|7|
3478|Vráž,U Jelena|3|
3479|Rakovník,nem.|7|
3480|Kryry,sklárna|9|
3481|Slaný,Rabasova|4|
3482|Láz,Jamky|7|
3483|Ruzyňská|P|
3484|Koleje Strahov|P|
3485|Čachovice,Struhy|5|
3486|Malá Hraštice|4|
3487|Červená Řečice,Zmišovice,rozc.|11|
3488|Liběchov,Malý Liběchov|5|
3489|Tuchoměřice,U Dvora|1|
3490|K Vystrkovu|0|
3491|Vrdy,Horní Bučice,rozc.|8|
3492|Benešov,Ke Stadionu|5|
3493|Čelákovice,V Prokopě|2|
